Day,Temperature
0,0.06451566547660968
1,0.21290365763735594
2,0.17069584619475522
3,0.2547010903161928
4,0.8679080064351492
5,0.5728358035772404
6,0.8892787042482958
7,0.7189252866603028
8,1.1348747737278266
9,0.9441840120976001
10,1.0492256756531921
11,1.3790305615014529
12,1.2080880370110458
13,1.4580296297263686
14,1.5223384154147839
15,1.5286836941044102
16,1.3915102421970593
17,1.2656897232853475
18,1.627465564090913
19,1.2993952350813005
20,1.1192661597460716
21,1.0005508924030353
22,1.1143702594495442
23,0.9934664094379274
24,0.953648034581946
25,0.8700546388969971
26,0.8620874153175272
27,0.5730720847821564
28,0.4224902346779304
29,0.07772200498354992
30,0.2810729820436401
31,-0.07786312315448563
32,0.027384227501008693
33,-0.3113834736297471
34,-0.34658198013805797
35,-0.5776872426439869
36,-0.7691941829676401
37,-0.6837089328034716
38,-0.7430234502593465
39,-0.6471249785608869
40,-0.8962303337032402
41,-1.180794909847578
42,-1.0782452226695016
43,-1.2594382684986654
44,-1.2703770863338724
45,-1.4329298466443552
46,-1.4193246259424115
47,-1.185654589037131
48,-1.4369371479309374
49,-1.4263315056960464
50,-1.3192491478621
51,-1.1722277515676558
52,-1.306955630388969
53,-1.1760542169450228
54,-0.8729574411046571
55,-0.796874665910288
56,-0.9287493695317456
57,-0.6667208673705723
58,-0.7609838780055366
59,-0.6357831245681511
60,-0.4350856546949764
61,-0.21590434057981986
62,-0.06642605282988132
63,0.23496307505765338
64,0.1525141629418196
65,0.2549110285258699
66,0.6105104520987537
67,0.6256667543905333
68,0.7065475968469521
69,0.757189564890328
70,0.9101241936746944
71,1.206886240531387
72,1.080600144875412
73,1.0877263201190586
74,1.6005157120525435
75,1.2079807696379439
76,1.555848407050563
77,1.4169029338326793
78,1.2198454273691455
79,1.4471738130370029
80,1.2689061311107017
81,1.5107710998761439
82,1.4701143967203099
83,1.1041205486726176
84,1.1040393260275008
85,0.8761386945423788
86,1.2832882248264286
87,1.031099056684899
88,0.8303196305760194
89,0.8795998806079263
90,0.4452799932513291
91,0.39115459259344765
92,0.2615231471659675
93,-0.008717383082134858
94,0.15987548812929858
95,-0.09696787364185497
96,-0.1184276778203593
97,-0.25343010663123583
98,-0.32494897762537284
99,-0.6391730751459338
100,-0.6605089972149285
101,-0.7709469309294243
102,-1.0496060666618885
103,-1.1098760242461778
104,-0.9295853393256418
